id,nama_node1,nama_node2,kode_node1,kode_node2,kode_jalan,tanggal_mulai,tanggal_selesai,nama_jalan,kelurahan,kecamatan,panjang_jalan,lebar_jalan,luasan_pengerjaan,jenis_pekerjaan,deskripsi_pembangunan
"111,"""","""","""","""","""",2022-01-22T00:00:00,2022-01-22T00:00:00,JL. KARANG ASEM,PLOSO,TAMBAKSARI,42,3,81,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"112,"""","""","""","""","""",2022-01-14T00:00:00,2022-01-14T00:00:00,JL. KARANG MENJANGAN,MOJO,GUBENG,29,3,42.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"113,"""","""","""","""","""",2022-01-10T00:00:00,2022-01-10T00:00:00,JL. KARANG MENJANGAN III,MOJO,GUBENG,13,4,52,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"114,"""","""","""","""","""",2022-01-31T00:00:00,2022-01-31T00:00:00,JL. KARANG MENUR TIMUR 9,AIRLANGGA,GUBENG,4,3,8,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"115,"""","""","""","""","""",2022-01-19T00:00:00,2022-01-19T00:00:00,JL. KAYOON,EMBONG KALIASIN,GENTENG,10,2,15,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"116,"""","""","""","""","""",2022-01-10T00:00:00,2022-01-10T00:00:00,JL. KEBALEN BARAT,KEBALEN UTARA,PABEAN CANTIKAN,85,4,202.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"117,"""","""","""","""","""",2022-01-20T00:00:00,2022-01-20T00:00:00,JL. KEBON ROJO,KREMBANGAN SELATAN,KREMBANGAN,7,2,10.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"118,"""","""","""","""","""",2022-01-10T00:00:00,2022-01-10T00:00:00,JL. KEBONSARI III DEPAN PERSIL 24,KEBONSARI,JAMBANGAN,8,2,10,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"119,"""","""","""","""","""",2022-01-10T00:00:00,2022-01-10T00:00:00,JL. KEBRAON GG V DEPAN PERSIL NO. 03,KEBRAON,KARANG PILANG,8,4,20,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"120,"""","""","""","""","""",2022-01-12T00:00:00,2022-01-12T00:00:00,JL. KEBRAON II,KEBRAON,KARANG PILANG,30.5,4,59,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"121,"""","""","""","""","""",2022-01-13T00:00:00,2022-01-13T00:00:00,JL. KECILUNG,KETABANG,GENTENG,18,2,24.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"122,"""","""","""","""","""",2022-01-08T00:00:00,2022-01-08T00:00:00,JL. KEDINDING LOR,TANAH KALI KEDINDING,KENJERAN,34,3,56,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"123,"""","""","""","""","""",2022-01-15T00:00:00,2022-01-15T00:00:00,JL. KEDUNG ASEM,KEDUNG BARUK,RUNGKUT,38.5,2,29.25,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"124,"""","""","""","""","""",2022-01-06T00:00:00,2022-01-06T00:00:00,JL. KEDUNG BARUK,KEDUNG BARUK,RUNGKUT,129,3,205.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"125,"""","""","""","""","""",2022-01-11T00:00:00,2022-01-11T00:00:00,JL. KEDUNG DORO DEPAN AMARIS HOTEL,KEDUNG DORO,TEGALSARI,6.5,3,7.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"126,"""","""","""","""","""",2022-01-08T00:00:00,2022-01-08T00:00:00,JL. KEDUNG KLINTER I,KEDUNGDORO,TEGALSARI,20.5,3,31.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"127,"""","""","""","""","""",2022-01-13T00:00:00,2022-01-13T00:00:00,JL. KEDUNG MANGU BARAT,SIDOTOPO WETAN,KENJERAN,77.5,5,138.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"128,"""","""","""","""","""",2022-01-17T00:00:00,2022-01-17T00:00:00,JL. KEJAWAN GEBANG,GEBANG PUTIH,SUKOLILO,14,4,23,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"129,"""","""","""","""","""",2022-01-18T00:00:00,2022-01-18T00:00:00,JL. KEJAWAN LOR,KENJERAN,BULAK,2,2,2,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"130,"""","""","""","""","""",2022-01-18T00:00:00,2022-01-18T00:00:00,JL. KEJAWAN PUTIH TAMBAK,KEJAWAN PUTIH TAMBAK,MULYOREJO,4,2,2,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"131,"""","""","""","""","""",2022-01-07T00:00:00,2022-01-07T00:00:00,JL. KEMAYORAN,KEMAYORAN,KREMBANGAN,25,3,49,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"132,"""","""","""","""","""",2022-01-17T00:00:00,2022-01-17T00:00:00,JL. KEMUNING,KETABANG,GENTENG,2,1.5,2,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"133,"""","""","""","""","""",2022-01-15T00:00:00,2022-01-15T00:00:00,JL. KENCANA SARI BARAT II,DUKUH PAKIS,DUKUH PAKIS,22,2,44,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"134,"""","""","""","""","""",2022-01-15T00:00:00,2022-01-15T00:00:00,JL. KENCANA SARI BARAT V,DUKUH PAKIS,DUKUH PAKIS,10,4,15,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"135,"""","""","""","""","""",2022-01-15T00:00:00,2022-01-15T00:00:00,JL. KENCANA SARI BARAT VII,DUKUH PAKIS,DUKUH PAKIS,64,4,117,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"136,"""","""","""","""","""",2022-01-17T00:00:00,2022-01-17T00:00:00,JL. KENCANASARI BARAT 3,GUNUNG SARI,DUKUH PAKIS,52,4,104,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"137,"""","""","""","""","""",2022-01-10T00:00:00,2022-01-10T00:00:00,JL. KENDALSARI SELATAN,PENJARINGANSARI,RUNGKUT,24,3,29,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"138,"""","""","""","""","""",2022-01-06T00:00:00,2022-01-06T00:00:00,JL. KENDALSARI UTARA,PENJARINGAN SARI,RUNGKUT,42,3,71,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"139,"""","""","""","""","""",2022-01-26T00:00:00,2022-01-26T00:00:00,JL. KENDANGSARI GANG LEBAR,KENDANGSARI,TENGGILIS MEJOYO,21,3.5,10.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"140,"""","""","""","""","""",2022-01-13T00:00:00,2022-01-13T00:00:00,JL. KENDUNG,SEMEMI,BENOWO,16,2,20.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"141,"""","""","""","""","""",2022-01-03T00:00:00,2022-01-03T00:00:00,JL. KENJERAN,GADING,KENJERAN,39,3,75.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"142,"""","""","""","""","""",2022-01-18T00:00:00,2022-01-18T00:00:00,JL. KEPANJEN,KREMBANGAN SELATAN,KREMBANGAN,12.5,3,25,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"143,"""","""","""","""","""",2022-01-18T00:00:00,2022-01-18T00:00:00,JL. KEPUTIH TEGAL,MEDOKAN SEMAMPIR,SUKOLILO,8,3,14,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"144,"""","""","""","""","""",2022-01-26T00:00:00,2022-01-26T00:00:00,JL. KEPUTIH TEGAL TIMUR,KEPUTIH,SUKOLILO,4.5,2,2.25,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"145,"""","""","""","""","""",2022-01-08T00:00:00,2022-01-08T00:00:00,JL. KERTAJAYA,KERTAJAYA,GUBENG,23,2,28.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"146,"""","""","""","""","""",2022-01-07T00:00:00,2022-01-07T00:00:00,JL. KERTAJAYA INDAH,MANYAR SABRANGAN,MULYOREJO,82,3,122.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"147,"""","""","""","""","""",2022-01-04T00:00:00,2022-01-04T00:00:00,JL. KERTAJAYA INDAH TIMUR IX,MANYAR SABRANGAN,MULYOREJO,12,2,17.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"148,"""","""","""","""","""",2022-01-04T00:00:00,2022-01-04T00:00:00,JL. KERTAJAYA INDAH TIMUR VIII,MANYAR SABRANGAN,MULYOREJO,30,2,38.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"149,"""","""","""","""","""",2022-01-07T00:00:00,2022-01-07T00:00:00,JL. KETABANG KALI,KETABANG,GENTENG,23.5,3,30.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"150,"""","""","""","""","""",2022-01-11T00:00:00,2022-01-11T00:00:00,JL. KETINTANG BARU SELATAN,KETINTANG,GAYUNGAN,9,1,11.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"151,"""","""","""","""","""",2022-01-25T00:00:00,2022-01-25T00:00:00,JL. KETINTANG MADYA,KETINTANG,GAYUNGAN,21,2,23,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"152,"""","""","""","""","""",2022-01-06T00:00:00,2022-01-06T00:00:00,JL. KH MAS MANSUR,AMPEL,SEMAMPIR,7,3,16,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"153,"""","""","""","""","""",2022-01-10T00:00:00,2022-01-10T00:00:00,JL. KLAKAH REJO,KLAKAH REJO,BENOWO,13,2,16.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"154,"""","""","""","""","""",2022-01-13T00:00:00,2022-01-13T00:00:00,JL. KLAMPIS JAYA,KLAMPIS NGASEM,SUKOLILO,55,3,73.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"155,"""","""","""","""","""",2022-01-31T00:00:00,2022-01-31T00:00:00,JL. KOMBESPOL. M. DURYAT,EMBONG KALIASIN,GENTENG,1,1,0.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"156,"""","""","""","""","""",2022-01-25T00:00:00,2022-01-25T00:00:00,JL. KUPANG BARU,DUKUH KUPANG,DUKUH PAKIS,42.5,4,84.75,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"157,"""","""","""","""","""",2022-01-08T00:00:00,2022-01-08T00:00:00,JL. KUPANG INDAH,DUKUH KUPANG,DUKUH PAKIS,31,2,28,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"158,"""","""","""","""","""",2022-01-25T00:00:00,2022-01-25T00:00:00,JL. KUPANG JAYA,DUKUH KUPANG,DUKUH PAKIS,5,2,4.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"159,"""","""","""","""","""",2022-01-15T00:00:00,2022-01-15T00:00:00,JL. KUTISARI BESAR,KUTISARI,TENGGILIS MEJOYO,20,3,24,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"160,"""","""","""","""","""",2022-01-05T00:00:00,2022-01-05T00:00:00,JL. KUTISARI I,KUTISARI,TENGGILIS MEJOYO,33,2,48,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"161,"""","""","""","""","""",2022-01-15T00:00:00,2022-01-15T00:00:00,JL. KUTISARI UTARA VII,KUTISARI,TENGGILIS MEJOYO,7,1.5,7,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"162,"""","""","""","""","""",2022-01-20T00:00:00,2022-01-20T00:00:00,JL. KYAI AMIR,MANUKAN KULON,TANDES,85.5,3,167,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"163,"""","""","""","""","""",2022-01-14T00:00:00,2022-01-14T00:00:00,JL. LAKARSANTRI,LAKARSANTRI,LAKARSANTRI,174,4,246.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"164,"""","""","""","""","""",2022-01-04T00:00:00,2022-01-04T00:00:00,JL. LAKSDAMOH. NAZIR,PERAK BARAT,KREMBANGAN,23,3,49,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"165,"""","""","""","""","""",2022-01-21T00:00:00,2022-01-21T00:00:00,JL. LONTAR KULON,LONTAR,SAMBIKEREP,8,2,14,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"166,"""","""","""","""","""",2022-01-07T00:00:00,2022-01-07T00:00:00,JL. MADE UTARA,MADE,SAMBIKEREP,147,3,262.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"167,"""","""","""","""","""",2022-01-06T00:00:00,2022-01-06T00:00:00,JL. MANUKAN KULON,MANUKAN KULON,TANDES,37,3,49.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"168,"""","""","""","""","""",2022-01-28T00:00:00,2022-01-28T00:00:00,JL. MANUKAN LOR,MANUKAN,TANDES,18.5,3,31.75,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"169,"""","""","""","""","""",2022-01-06T00:00:00,2022-01-06T00:00:00,JL. MANUKAN LUHUR,MANUKAN KULON,TANDES,30,3,62.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"170,"""","""","""","""","""",2022-01-04T00:00:00,2022-01-04T00:00:00,JL. MANUKAN TAMA,MANUKAN KULON,TANDES,63,2.5,85,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"171,"""","""","""","""","""",2022-01-11T00:00:00,2022-01-11T00:00:00,JL. MANUKAN WETAN,MANUKAN WETAN,TANDES,4,2,5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"172,"""","""","""","""","""",2022-01-12T00:00:00,2022-01-12T00:00:00,JL. MANYAR,MENUR PUMPUNGAN,SUKOLILO,17,3,23.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"173,"""","""","""","""","""",2022-01-18T00:00:00,2022-01-18T00:00:00,JL. MANYAR AIR DAS,MANYAR SABRANGAN,MULYOREJO,19,1.5,21,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"174,"""","""","""","""","""",2022-01-18T00:00:00,2022-01-18T00:00:00,JL. MANYAR AIR DAS II,MANYAR SABRANGAN,MULYOREJO,5,1,5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"175,"""","""","""","""","""",2022-01-13T00:00:00,2022-01-13T00:00:00,JL. MANYAR KARTIKA,MENUR PUMPUNGAN,SUKOLILO,25.5,3,45.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"176,"""","""","""","""","""",2022-01-21T00:00:00,2022-01-21T00:00:00,JL. MANYAR KERTOADI,MANYAR SABRANGAN,MULYOREJO,44.5,3,59.75,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"177,"""","""","""","""","""",2022-01-06T00:00:00,2022-01-06T00:00:00,JL. MANYAR KERTOARJO,MANYAR SABRANGAN,MULYOREJO,52,2.5,43,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"178,"""","""","""","""","""",2022-01-22T00:00:00,2022-01-22T00:00:00,JL. MANYAR REJO,MENUR PUMPUNGAN,SUKOLILO,9.5,2,15.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"179,"""","""","""","""","""",2022-01-15T00:00:00,2022-01-15T00:00:00,JL. MANYAR SABRANGAN,MANYAR KERTOARJO,MULYOREJO,13,3,10,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"180,"""","""","""","""","""",2022-01-15T00:00:00,2022-01-15T00:00:00,JL. MANYAR TIRTOYOSO,MANYAR KERTOARJO,MULYOREJO,56,3,78,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"181,"""","""","""","""","""",2022-01-08T00:00:00,2022-01-08T00:00:00,JL. MARGOMULYO,TANDES,TANDES,806,4,2074.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"182,"""","""","""","""","""",2022-01-18T00:00:00,2022-01-18T00:00:00,JL. MARGOREJO INDAH,MARGOREJO,WONOCOLO,30.5,2.5,49,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"183,"""","""","""","""","""",2022-01-14T00:00:00,2022-01-14T00:00:00,JL. MASTRIP KARANG PILANG BARAT,WARU GUNUNG,KARANG PILANG,6,2,9,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"184,"""","""","""","""","""",2022-01-06T00:00:00,2022-01-06T00:00:00,JL. MASTRIP WARU GUNUNG V,WARUGUNUNG,KARANG PILANG,23,3.5,52,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"185,"""","""","""","""","""",2022-01-04T00:00:00,2022-01-04T00:00:00,JL. MAYJEND SUNGKONO,PAKIS,SAWAHAN,16,0.5,8,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"186,"""","""","""","""","""",2022-01-26T00:00:00,2022-01-26T00:00:00,JL. MAYJEND YONO SUWOYO,PRADAHKALIKENDAL,DUKUH PAKIS,118,1,186.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"187,"""","""","""","""","""",2022-01-14T00:00:00,2022-01-14T00:00:00,JL. MAYJEND YONOSUWOYO,PRADAHKALI KENDAL,DUKUH PAKIS,25,3,43,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"188,"""","""","""","""","""",2022-01-13T00:00:00,2022-01-13T00:00:00,JL. MEDAYU UTARA,MEDOKAN AYU,RUNGKUT,9,2,7,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"189,"""","""","""","""","""",2022-01-11T00:00:00,2022-01-11T00:00:00,JL. MEDOKAN SAWAH,MEDOKAN AYU,RUNGKUT,22.5,3,33.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"190,"""","""","""","""","""",2022-01-11T00:00:00,2022-01-11T00:00:00,JL. MEDOKAN SAWAH TIMUR,MEDOKAN AYU,RUNGKUT,3,2,4,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"191,"""","""","""","""","""",2022-01-17T00:00:00,2022-01-17T00:00:00,JL. MEDOKAN SEMAMPIR,MEDOKAN SEMAMPIR,SUKOLILO,27,4,33.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"192,"""","""","""","""","""",2022-01-18T00:00:00,2022-01-18T00:00:00,JL. MEDOKAN SEMAMPIR INDAH,MEDOKAN SEMAMPIR,SUKOLILO,19,2,24,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"193,"""","""","""","""","""",2022-01-15T00:00:00,2022-01-15T00:00:00,JL. MEMET,KOMPLEK KENJERAN,BULAK,64,6,162,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"194,"""","""","""","""","""",2022-01-03T00:00:00,2022-01-03T00:00:00,JL. MENGANTI KARANGAN,BABATAN,WIYUNG,8.5,1,11.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"195,"""","""","""","""","""",2022-01-26T00:00:00,2022-01-26T00:00:00,JL. MENGANTI KERAMAT,JAJAR TUNGGAL,WIYUNG,7,2,6.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"196,"""","""","""","""","""",2022-01-27T00:00:00,2022-01-27T00:00:00,JL. MENGANTI LIDAH KULON,LIDAH KULON,LAKARSANTRI,21,2,21,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"197,"""","""","""","""","""",2022-01-27T00:00:00,2022-01-27T00:00:00,JL. MENGANTI LIDAH WETAN,LIDAH WETAN,LAKARSANTRI,2,3,2,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"198,"""","""","""","""","""",2022-01-14T00:00:00,2022-01-14T00:00:00,JL. MENUR,MANYAR SABRANGAN,SUKOLILO,19,3,25,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"199,"""","""","""","""","""",2022-01-13T00:00:00,2022-01-13T00:00:00,JL. MENUR PUMPUNGAN,MENUR PUMPUNGAN,SUKOLILO,4.5,3,3.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"200,"""","""","""","""","""",2022-01-04T00:00:00,2022-01-04T00:00:00,JL. MOJO KIDUL,MOJO,GUBENG,12,2,12,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"201,"""","""","""","""","""",2022-01-11T00:00:00,2022-01-11T00:00:00,JL. MULYOREJO,MULYOREJO,MULYOREJO,5,3,6.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"202,"""","""","""","""","""",2022-01-11T00:00:00,2022-01-11T00:00:00,JL. MULYOSARI,KALISARI,MULYOREAJO,28,3,27,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"203,"""","""","""","""","""",2022-01-14T00:00:00,2022-01-14T00:00:00,JL. NGAGEL,NGAGEL,WONOKROMO,13,3,21.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"204,"""","""","""","""","""",2022-01-05T00:00:00,2022-01-05T00:00:00,JL. NGAGEL JAYA BARAT,PUCANG SEWU,GUBENG,23,3,29,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"205,"""","""","""","""","""",2022-01-20T00:00:00,2022-01-20T00:00:00,JL. NGAGEL JAYA TENGAH,PUCANG SEWU,GUBENG,5,1,7.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"206,"""","""","""","""","""",2022-01-07T00:00:00,2022-01-07T00:00:00,JL. NGEMPLAK,SAMBIKEREP,SAMBIKEREP,33,2,29.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"207,"""","""","""","""","""",2022-01-17T00:00:00,2022-01-17T00:00:00,JL. NGINDEN,NGINDEN JANGKUNGAN,SUKOLILO,18,2,16,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"208,"""","""","""","""","""",2022-01-04T00:00:00,2022-01-04T00:00:00,JL. NYAMPLUNGAN,AMPEL,SEMAMPIR,27,2,34,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"209,"""","""","""","""","""",2022-01-11T00:00:00,2022-01-11T00:00:00,JL. PACAR KELING,KEL. PACAR KELING,TAMBAKSARI,24,3,26.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"210,"""","""","""","""","""",2022-01-20T00:00:00,2022-01-20T00:00:00,JL. PAHLAWAN,BUBUTAN,BUBUTAN,46,5,155,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"211,"""","""","""","""","""",2022-01-05T00:00:00,2022-01-05T00:00:00,JL. PAKAL AMD DEPAN KELURAHAN PAKAL,PAKAL,PAKAL,8,2,11,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"212,"""","""","""","""","""",2022-01-15T00:00:00,2022-01-15T00:00:00,JL. PAKAL MADYA,PAKAL,PAKAL,81,3,119,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"213,"""","""","""","""","""",2022-01-18T00:00:00,2022-01-18T00:00:00,JL. PANDAN,KETABANG,GENTENG,6,3,12,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"214,"""","""","""","""","""",2022-01-13T00:00:00,2022-01-13T00:00:00,JL. PANDEGILING,KEPUTRAN,TEGALSARI,44,3,69,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"215,"""","""","""","""","""",2022-01-08T00:00:00,2022-01-08T00:00:00,JL. PANDUGO,PENJARINGAN SARI,RUNGKUT,42,3.5,55.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"216,"""","""","""","""","""",2022-01-29T00:00:00,2022-01-29T00:00:00,JL. PANDUGO SARI VII,PENJARINGANSARI,RUNGKUT,1,3,1,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"217,"""","""","""","""","""",2022-01-15T00:00:00,2022-01-15T00:00:00,JL. PANJANG JIWO,PANJANG JIWO,TENGGILIS MEJOYO,44,3,77,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"218,"""","""","""","""","""",2022-01-12T00:00:00,2022-01-12T00:00:00,JL. PASAR TURI,BUBUTAN,BUBUTAN,2.5,1,2.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"219,"""","""","""","""","""",2022-01-25T00:00:00,2022-01-25T00:00:00,JL. PATTIMURA DEPAN GRAND GARDEN,SONOKWIJENAN,SUKOMANUNGGAL,8,4,19.5,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
"220,"""","""","""","""","""",2022-01-12T00:00:00,2022-01-12T00:00:00,JL. PECINDILAN NO. 24,KAPASARI,GENTENG,8,3,10,""Pemeliharaan Rutin Jalan, Jembatan, dan Kelengkapannya"",KANCINGAN"
